Código Identificação;UF;Município;Faixas;Tipo;Marca/Modelo;Edital/Lote (Operadora);Inicio Operação;Cód. ET;Cód. EV;latitude;longitude;km;br
BAB19110052;BA;BARREIRAS;P-C-1, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2020-05-01;ET.1909.BA0216;EV.1803.BA0090;-12.1417;-44.9654999999999;788.2;242
BAB19110053;BA;BARREIRAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2020-08-25;ET.1909.BA0223;EV.1803.BA0093;-12.1250319999999;-45.0289769999999;797.0;242
BAB19110054;BA;ARATACA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2020-06-17;ET.1908.BA0209;EV.1803.BA0028;-15.255271;-39.4520929999999;566.6;101
BAB19110055;BA;ITABUNA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2020-05-07;ET.1909.BA0213;EV.1803.BA0144;-14.836842;-39.3251989999999;51.4;415
BAB19110057;BA;JAGUAQUARA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2020-05-12;ET.1909.BA0212;EV.1803.BA0175;-13.522764;-39.9691479999999;340.8;420
BAB19120060;BA;MURITIBA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-03-10;ET.1908.BA0210;EV.1803.BA0017;-12.628259;-39.0917609999999;215.0;101
BAB19120061;BA;ALAGOINHAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-02-28;ET.1808.BA0107;EV.1805.BA0213;-12.1501819999999;-38.398099;107.79;101
BAB20020062;BA;SAO SEBASTIAO DO PASSE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-08-04;ET.1908.BA0211;EV.1803.BA0042;-12.49193;-38.48588;392.271;110
BAB20030063;BA;SENHOR DO BONFIM;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-08-11;ET.1909.BA0219;EV.1803.BA0128;-10.446845;-40.1852379999999;124.9;407
BAB20040066;BA;JUAZEIRO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-08-25;ET.1909.BA0220;EV.1803.BA0120;-9.443984;-40.492251;4.5;407
BAB20060070;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-06-20;ET.1909.BA0218;EV.1803.BA0038;-12.371831;-38.3851769999999;368.1;110
BAB20070071;BA;CRUZ DAS ALMAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-19;ET.1809.BA0123;EV.1805.BA0248;-12.661978;-39.1276;220.8;101
BAB20070072;BA;SAO SEBASTIAO DO PASSE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-26;ET.2005.BA0225;EV.1803.BA0047;-12.534547;-38.5049819999999;397.664;110
BAB20070074;BA;RIBEIRA DO POMBAL;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-26;ET.1809.BA0150;EV.1805.BA0224;-10.82614;-38.5318109999999;173.35;110
BAB20070076;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-26;ET.1909.BA0217;EV.1803.BA0035;-12.275452;-38.3708099999999;356.26;110
BAB20070078;BA;EUCLIDES DA CUNHA;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-26;ET.1806.BA0078;EV.1805.BA0243;-10.503056;-39.01136;216.452;116
BAB20070080;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-22;ET.1809.BA0179;EV.1805.BA0302;-12.382357;-38.382835;369.26;110
BAB20070081;BA;INHAMBUPE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-25;ET.2006.BA0228;EV.2006.BA0372;-11.792918;-38.3507729999999;292.9;110
BAB20070082;BA;RIBEIRA DO POMBAL;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2020-09-26;ET.2006.BA0227;EV.2006.BA0371;-10.8222229999999;-38.531314;172.92;110
BAB20110084;BA;POJUCA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-02-25;ET.2009.BA0233;EV.2007.BA0375;-12.3977;-38.3733;371.263;110
BAB21020085;BA;SEABRA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-04-27;ET.2011.BA0236;EV.2011.BA0381;-12.428063;-41.7742;392.53;242
BAB21020086;BA;ITABERABA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-05-07;ET.2012.BA0237;EV.2011.BA0382;-12.510166;-40.3092469999999;206.2;242
BAB21030089;BA;ILHEUS;P-C-1, P-D-1;REV;Brascontrol/BRI 7000;168.16 / 6 (GCT);2021-04-09;ET.2102.BA0238;EV.2011.BA0380;-14.80263;-39.1492399999999;20.708;415
BAB21030090;BA;CRUZ DAS ALMAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-06-02;ET.2010.BA0235;EV.2009.BA0379;-12.6828;-39.1424999999999;224.072;101
BAB21030091;BA;GOVERNADOR MANGABEIRA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-06-02;ET.2010.BA0234;EV.2008.BA0376;-12.6021;-39.0518;209.14;101
BAB21060092;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-08-27;ET.2103.BA0242;EV.2012.BA0386;-12.308363;-38.3728839999999;360.28;110
BAB21060093;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-08-20;ET.2103.BA0243;EV.2012.BA0387;-12.3342589999999;-38.3832689999999;363.5;110
BAB21070094;BA;OLINDINA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-09-10;ET.2103.BA0239;EV.2012.BA0385;-11.41681;-38.292973;249.6;110
BAB21070095;BA;RIACHAO DO JACUIPE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-09-29;ET.2106.BA0254;EV.2106.BA0398;-11.817092;-39.376714;439.96;324
BAB21070096;BA;OLINDINA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-09-24;ET.2103.BA0240;EV.2012.BA0384;-11.507921;-38.2980609999999;259.9;110
BAB21070098;BA;SANTO ANTONIO DE JESUS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-09-18;ET.2105.BA0244;EV.2104.BA0388;-12.978723;-39.2842989999999;263.38;101
BAB21070099;BA;CIPO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-09-29;ET.2105.BA0250;EV.2104.BA0397;-11.1060859999999;-38.518414;205.26;110
BAB21080101;BA;INHAMBUPE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-11-23;ET.2105.BA0253;EV.2104.BA0392;-11.828723;-38.362527;297.16;110
BAB21080102;BA;INHAMBUPE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-11-18;ET.2105.BA0252;EV.2104.BA0391;-11.821006;-38.3577439999999;296.17;110
BAB21080103;BA;CIPO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-12-17;ET.2105.BA0247;EV.2104.BA0394;-11.095691;-38.510868;203.82;110
BAB21090104;BA;CIPO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-12-02;ET.2105.BA0246;EV.2104.BA0393;-11.093835;-38.5094149999999;203.56;110
BAB21090105;BA;INHAMBUPE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-12-08;ET.2105.BA0249;EV.2104.BA0390;-11.798128;-38.3504119999999;293.48;110
BAB21100106;BA;CIPO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-12-17;ET.2105.BA0248;EV.2104.BA0395;-11.0989159999999;-38.513747;204.3;110
BAB21100107;BA;CIPO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2021-12-21;ET.2105.BA0251;EV.2104.BA0396;-11.100981;-38.515667;204.61;110
BAB21120108;BA;JUAZEIRO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-04-20;ET.2110.BA0256;EV.2109.BA0399;-9.453936;-40.4875189999999;5.75;407
BAB21120110;BA;MUQUEM DO SAO FRANCISCO;P-C-1, P-C-2, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-07-29;ET.2110.BA0255;EV.2109.BA0400;-12.2293;-43.8357;658.96;242
BAB21120111;BA;ITABUNA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2022-06-10;ET.2111.BA0261;EV.2111.BA0426;-14.81888;-39.30357;48.3;415
BAB22010113;BA;GOVERNADOR MANGABEIRA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-05-21;ET.2111.BA0259;EV.2110.BA0403;-12.609313;-39.078403;212.07;101
BAB22030114;BA;JUAZEIRO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-07-05;ET.2201.BA0267;EV.2201.BA0429;-9.453886;-40.480389;345.91;235
BAB22030115;BA;MUQUEM DO SAO FRANCISCO;P-C-1, P-C-2, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-07-29;ET.2201.BA0266;EV.2112.BA0428;-12.225982;-43.8312609999999;658.3;242
BAB22030116;BA;JUAZEIRO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-07-05;ET.2201.BA0269;EV.2201.BA0431;-9.44916899999999;-40.486381;346.78;235
BAB22050117;BA;IBIRAPITANGA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2022-07-26;ET.2201.BA0264;EV.2111.BA0425;-14.140396;-39.351056;422.1;101
BAB22050118;BA;MARAU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2022-08-31;ET.2201.BA0265;EV.2111.BA0406;-14.173748;-39.323515;428.5;101
BAB22060119;BA;ALAGOINHAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-10-01;ET.2203.BA0270;EV.2202.BA0432;-12.162031;-38.4151359999999;110.14;101
BAB22060120;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-07-13;ET.2111.BA0260;EV.2110.BA0402;-12.369764;-38.386156;367.82;110
BAB22070121;BA;ALAGOINHAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2022-09-30;ET.2111.BA0257;EV.2110.BA0405;-12.148599;-38.395724;107.47;101
BAB22080122;BA;RIBEIRA DO POMBAL;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-02-09;ET.2205.BA0272;EV.2205.BA0434;-10.8307439999999;-38.532141;173.86;110
BAB22090123;BA;ILHEUS;P-C-1, P-D-1;REV;Brascontrol/BRI 7000;168.16 / 6 (GCT);2022-10-14;ET.2208.BA0274;EV.2208.BA0436;-14.7856299999999;-39.22301;29.763;415
BAB22090124;BA;ILHEUS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2023-02-28;ET.2208.BA0273;EV.2208.BA0435;-14.797916;-39.1772199999999;23.96;415
BAB22100125;BA;MUQUEM DO SAO FRANCISCO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-06-09;ET.2210.BA0277;EV.2209.BA0439;-12.199889;-43.6697899999999;639.92;242
BAB22100126;BA;IBOTIRAMA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-07-12;ET.2210.BA0275;EV.2209.BA0437;-12.087368;-43.158028;571.55;242
BAB22110127;BA;FEIRA DE SANTANA;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-03-19;ET.2210.BA0279;EV.2210.BA0441;-12.192059;-38.965166;418.72;116
BAB22110129;BA;FEIRA DE SANTANA;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-03-18;ET.2210.BA0278;EV.2210.BA0440;-12.188021;-38.965111;418.25;116
BAB22120130;BA;CONCEICAO DO JACUIPE;P-C-1, P-C-2, P-C-3;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-04-25;ET.2211.BA0284;EV.2211.BA0442;-12.335732;-38.755423;157.67;101
BAB22120131;BA;TEIXEIRA DE FREITAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2023-03-04;ET.2212.BA0289;EV.2211.BA0446;-17.57423;-39.7347219999999;880.5;101
BAB22120132;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2023-03-04;ET.2212.BA0290;EV.2212.BA0450;-16.3118;-39.5977999999999;708.997;101
BAB23030133;BA;ILHEUS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 6 (GCT);2023-04-20;ET.2212.BA0292;EV.2212.BA0449;-14.799013;-39.172156;23.38;415
BAB23030134;BA;CONCEICAO DO JACUIPE;P-D-1, P-D-2, P-D-3;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-06-22;ET.2211.BA0285;EV.2211.BA0443;-12.337056;-38.75681;157.88;101
BAB23030135;BA;CONCEICAO DO JACUIPE;P-D-1, P-D-2, P-D-3;REV;Consilux/Speed Control IV;168.16 / 7 (GCT);2023-08-09;ET.2211.BA0287;EV.2211.BA0445;-12.3549419999999;-38.790478;162.26;101
BAB24050136;BA;TEIXEIRA DE FREITAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0308;EV.2404.BA0492;-17.543644;-39.7174809999999;877.57;101
BAB24050137;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0300;EV.2404.BA0486;-16.357899;-39.579501;716.25;101
BAB24050138;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0301;EV.2404.BA0487;-16.3664519999999;-39.5822319999999;717.26;101
BAB24060139;BA;TEIXEIRA DE FREITAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0307;EV.2404.BA0491;-17.5396749999999;-39.715392;877.05;101
BAB24060140;BA;TEIXEIRA DE FREITAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0309;EV.2404.BA0493;-17.5514459999999;-39.721893;878.55;101
BAB24060141;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0299;EV.2404.BA0485;-16.349726;-39.5800569999999;715.36;101
BAB24060142;BA;ALAGOINHAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0318;EV.2404.BA0480;-12.16206;-38.415016;110.14;101
BAB24060143;BA;GOVERNADOR MANGABEIRA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0327;EV.2404.BA0481;-12.6021;-39.0518;209.14;101
BAB24060144;BA;TEIXEIRA DE FREITAS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0311;EV.2404.BA0494;-17.57423;-39.7347219999999;880.5;101
BAB24060145;BA;CATU;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0326;EV.2404.BA0495;-12.369764;-38.386156;367.82;110
BAB24060146;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0298;EV.2404.BA0484;-16.337474;-39.5812469999999;713.88;101
BAB24060147;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0302;EV.2404.BA0488;-16.369281;-39.583179;717.585;101
BAB24060148;BA;TEIXEIRA DE FREITAS;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0306;EV.2404.BA0490;-17.525645;-39.7085069999999;875.34;101
BAB24060149;BA;JUAZEIRO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0329;EV.2404.BA0498;-9.454081;-40.4874239999999;5.75;407
BAB24060150;BA;IBIRAPITANGA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0323;EV.2404.BA0483;-14.137961;-39.354832;421.9;101
BAB24060151;BA;ITABUNA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0331;EV.2404.BA0500;-14.818574;-39.303164;48.3;415
BAB24060152;BA;ILHEUS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0330;EV.2404.BA0499;-14.799013;-39.172156;23.38;415
BAB24060153;BA;SANTO ANTONIO DE JESUS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0328;EV.2404.BA0482;-12.978723;-39.2842989999999;263.38;101
BAB24060154;BA;EUNAPOLIS;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0305;EV.2404.BA0489;-16.374962;-39.581021;718.29;101
BAB24060155;BA;FEIRA DE SANTANA;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0332;EV.2404.BA0496;-12.188021;-38.965111;418.25;116
BAB24070156;BA;SAO JOSE DA VITORIA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2406.BA0351;EV.2406.BA0522;-15.035276;-39.33137;535.12;101
BAB24070157;BA;FEIRA DE SANTANA;P-C-1, P-C-2, P-D-1, P-D-2;REV;Consilux/Speed Control IV;519.23 / 4 (GCT);;ET.2405.BA0333;EV.2404.BA0497;-12.192059;-38.965166;418.72;116
BAR18100004;BA;SAPEACU;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 7 (GCT);2019-07-02;ET.1809.BA0125;EV.1805.BA0254;-12.72957;-39.1808529999999;231.46;101
BAR18100005;BA;TEOLANDIA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1809.BA0140;EV.1805.BA0290;-13.602199;-39.492313;347.9;101
BAR18100007;BA;GANDU;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1809.BA0141;EV.1805.BA0297;-13.735612;-39.4789469999999;364.7;101
BAR18100010;BA;LENCOIS;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 7 (GCT);2019-01-18;ET.1806.BA0017;EV.1805.BA0279;-12.505557;-41.213777;315.39;242
BAR18100012;BA;ITABUNA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2018-11-22;ET.1807.BA0082;EV.1805.BA0318;-14.78664;-39.2905299999999;504.27;101
BAR18100013;BA;UBAITABA;P-C-1, P-C-2, P-C-3;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2018-11-21;ET.1807.BA0080;EV.1805.BA0315;-14.30772;-39.3225899999999;443.935;101
BAR18100014;BA;UBAITABA;P-D-1, P-D-2;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-18;ET.1807.BA0081;EV.1805.BA0316;-14.3089099999999;-39.3216499999999;444.102;101
BAR18100015;BA;ITABUNA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2018-11-22;ET.1807.BA0084;EV.1805.BA0320;-14.8081499999999;-39.2965599999999;506.876;101
BAR18100016;BA;BUERAREMA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1807.BA0085;EV.1805.BA0322;-14.95439;-39.3065799999999;524.338;101
BAR18100017;BA;SAO JOSE DA VITORIA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-18;ET.1807.BA0086;EV.1805.BA0323;-15.07962;-39.3389499999999;540.7;101
BAR18100018;BA;CAMACAN;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-08-02;ET.1808.BA0099;EV.1805.BA0324;-15.36979;-39.4940399999999;581.68;101
BAR18100019;BA;MASCOTE;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1807.BA0087;EV.1805.BA0327;-15.61332;-39.4326599999999;615.24;101
BAR18100020;BA;TEIXEIRA DE FREITAS;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2018-11-22;ET.1806.BA0052;EV.1805.BA0363;-17.554621;-39.723761;878.93;101
BAR18100021;BA;MUCURI;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0053;EV.1805.BA0365;-18.002005;-39.860892;934.76;101
BAR18100022;BA;MUCURI;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0054;EV.1805.BA0366;-18.0088089999999;-39.8613399999999;935.47;101
BAR18100023;BA;SANTA CRUZ CABRALIA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-18;ET.1806.BA0055;EV.1805.BA0369;-16.287856;-39.023335;0.555;367
BAR18100024;BA;SANTA CRUZ CABRALIA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0056;EV.1805.BA0178;-16.304002;-39.024563;2.2;367
BAR18100025;BA;SANTA CRUZ CABRALIA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0058;EV.1805.BA0184;-16.321341;-39.0230859999999;4.21;367
BAR18100027;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0060;EV.1805.BA0189;-16.3934609999999;-39.0395299999999;15.62;367
BAR18100028;BA;PORTO SEGURO;P-C-1, P-C-2;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0062;EV.1805.BA0193;-16.44049;-39.0624889999999;21.0;367
BAR18110029;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0068;EV.1805.BA0204;-16.3903399999999;-39.388005;61.15;367
BAR18110030;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0069;EV.1805.BA0205;-16.390802;-39.392454;61.61;367
BAR18110031;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-18;ET.1806.BA0070;EV.1805.BA0207;-16.391832;-39.397401;62.16;367
BAR18110032;BA;EUNAPOLIS;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0072;EV.1805.BA0209;-16.3719399999999;-39.558802;82.0;367
BAR18110033;BA;EUNAPOLIS;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0073;EV.1805.BA0210;-16.37246;-39.5704509999999;83.155;367
BAR18110034;BA;EUNAPOLIS;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0074;EV.1805.BA0211;-16.374292;-39.5782379999999;83.93;367
BAR18110035;BA;JEQUIE;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1807.BA0088;EV.1805.BA0340;-13.868029;-40.059944;724.5;330
BAR18110036;BA;JITAUNA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1807.BA0090;EV.1805.BA0346;-14.0168909999999;-39.884683;751.75;330
BAR18110037;BA;ITAMARAJU;P-C-1, P-C-2, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2018-11-22;ET.1806.BA0043;EV.1805.BA0352;-17.0267529999999;-39.540311;808.92;101
BAR18120038;BA;ITAMARAJU;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0044;EV.1805.BA0353;-17.037552;-39.544862;810.53;101
BAR18120039;BA;JEQUIE;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1807.BA0089;EV.1805.BA0343;-13.957108;-39.9685849999999;739.3;330
BAR18120040;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0061;EV.1805.BA0190;-16.4041719999999;-39.0450859999999;16.92;367
BAR18120041;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0065;EV.1805.BA0198;-16.415233;-39.1620899999999;33.97;367
BAR18120042;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0066;EV.1805.BA0202;-16.3769239999999;-39.236373;43.62;367
BAR18120043;BA;PORTO SEGURO;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-01-17;ET.1806.BA0067;EV.1805.BA0203;-16.3744049999999;-39.2416699999999;44.39;367
BAR19010047;BA;BARREIRAS;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 6 (GCT);2019-02-12;ET.1812.BA0181;EV.1805.BA0222;-12.095959;-44.9760599999999;169.2;135
BAR19010050;BA;FEIRA DE SANTANA;P-C-1, P-D-1;CEV;Consilux/Speed Control IV;168.16 / 7 (GCT);2019-01-26;ET.1808.BA0112;EV.1805.BA0220;-12.353909;-38.853755;169.7;101
BAR19010051;BA;SAO GONCALO DOS CAMPOS;P-C-1;CEV;Consilux/Speed Control IV;168.16 / 7 (GCT);2019-01-26;ET.1808.BA0114;EV.1805.BA0229;-12.429498;-38.912222;180.7;101
BAR19010052;BA;SAO GONCALO DOS CAMPOS;P-D-1, P-D-2;CEV;Consilux/Speed Control IV;168.16 / 7 (GCT);2019-01-26;ET.1808.BA0114;EV.1805.BA0229;-12.429498;-38.912222;180.7;101
